"Gender","Ever_Married","Age","Graduated","Profession","Work_Experience","Spending_Score","Family_Size","Segmentation"
"Female","Yes",26,"Yes","Healthcare",6,"High",7,"B"
"Male","Yes",80,"Yes","Lawyer",NA,"Low",1,"B"
"Female","No",53,"No","Lawyer",1,"Low",1,"B"
"Male","No",33,"No","Executive",5,"Low",2,"A"
"Female","Yes",52,"No","",7,"Average",7,"A"
"Male","No",19,"No","Healthcare",1,"Low",3,"B"
"Male","Yes",53,"Yes","Artist",NA,"Average",3,"A"
"Female","No",26,"No","Engineer",0,"Low",2,"B"
"Male","No",20,"No","Healthcare",1,"Low",3,"B"
"Female","No",66,"Yes","Artist",0,"Low",1,"B"
"Male","Yes",35,"No","Entertainment",8,"Average",4,"A"
"Male","Yes",50,"No","Entertainment",0,"Low",2,"A"
"Female","No",30,"No","Healthcare",8,"Low",3,"B"
"Male","No",30,"No","Executive",1,"Low",4,"B"
"Male","No",19,"No","Healthcare",0,"Low",5,"B"
"Female","No",22,"No","Doctor",0,"Low",2,"B"
"Female","No",35,"Yes","Healthcare",9,"Low",1,"B"
"Male","No",32,"No","Doctor",12,"Low",4,"B"
"Male","Yes",33,"No","Healthcare",11,"High",2,"B"
"Female","No",25,"Yes","Healthcare",NA,"Low",2,"A"
"Female","Yes",49,"Yes","Artist",1,"Low",2,"A"
"Male","Yes",72,"Yes","Lawyer",1,"Low",1,"B"
"Female","No",32,"No","Healthcare",1,"Low",4,"B"
"Male","No",48,"Yes","Entertainment",1,"Low",2,"A"
"Female","Yes",26,"No","Engineer",7,"Low",2,"A"
"Female","No",41,"Yes","Entertainment",1,"Low",NA,"B"
"Female","Yes",43,"Yes","Engineer",0,"High",4,"A"
"Male","No",28,"Yes","Artist",1,"Low",3,"B"
"Male","No",20,"No","Healthcare",1,"Low",2,"B"
"Female","Yes",28,"No","Engineer",1,"Average",2,"A"
"Female","Yes",81,"Yes","Lawyer",0,"Average",2,"A"
"Male","No",33,"Yes","Entertainment",1,"Low",4,"B"
"Male","Yes",32,"Yes","Artist",5,"Average",2,"A"
"Male","",79,"No","Lawyer",0,"Low",1,"A"
"Female","No",39,"Yes","Artist",9,"Low",1,"A"
"Male","No",29,"Yes","Entertainment",8,"Low",3,"B"
"Male","No",42,"Yes","Healthcare",9,"Low",1,"B"
"Female","No",20,"No","Healthcare",0,"Low",3,"B"
"Male","No",25,"Yes","Entertainment",9,"Low",1,"A"
"Female","Yes",40,"Yes","Engineer",8,"Average",4,"B"
"Female","Yes",31,"Yes","Engineer",1,"Low",2,"A"
"Female","Yes",78,"No","Lawyer",1,"Low",1,"A"
"Male","Yes",57,"Yes","Artist",0,"Average",3,"B"
"Male","No",40,"No","Engineer",1,"Low",2,"A"
"Female","Yes",58,"Yes","Doctor",5,"Average",3,"B"
"Female","No",22,"No","Engineer",NA,"Low",3,"B"
"Male","Yes",28,"No","Artist",1,"Average",2,"A"
"Male","Yes",30,"No","Executive",4,"High",4,"B"
"Male","Yes",55,"No","Entertainment",1,"Low",NA,"A"
"Female","",22,"No","Healthcare",0,"Low",6,"B"
"Female","No",43,"Yes","Artist",1,"Low",1,"A"
"Male","Yes",72,"Yes","Marketing",0,"Low",1,"A"
"Female","Yes",89,"Yes","Lawyer",1,"Low",NA,"A"
"Male","Yes",26,"Yes","Executive",0,"Low",3,"B"
"Female","No",28,"No","Artist",1,"Low",5,"A"
"Male","Yes",38,"No","Artist",8,"High",5,"A"
"Female","Yes",27,"No","Homemaker",9,"Average",2,"A"
"Male","No",18,"No","Healthcare",5,"Low",4,"B"
"Male","No",22,"No","Healthcare",1,"Low",3,"B"
"Male","No",32,"Yes","Doctor",0,"Low",4,"B"
"Female","No",22,"No","Healthcare",8,"Low",6,"B"
"Male","No",32,"No","Entertainment",1,"Low",3,"B"
"Male","No",55,"No","Lawyer",NA,"Low",1,"B"
"Male","No",31,"Yes","Entertainment",NA,"Low",NA,"A"
"Male","No",18,"No","Healthcare",0,"Low",4,"B"
"Male","Yes",53,"Yes","Artist",0,"High",7,"B"
"Female","No",42,"Yes","Engineer",8,"Low",3,"A"
"Male","No",75,"No","Lawyer",NA,"Low",2,"A"
"Male","No",30,"Yes","Artist",7,"Low",3,"B"
"Male","No",19,"No","Healthcare",1,"Low",4,"B"
"Male","Yes",67,"No","Lawyer",NA,"Low",NA,"B"
"Female","No",32,"No","Engineer",1,"Low",9,"B"
"Female","No",45,"Yes","Artist",3,"Low",1,"A"
"Female","Yes",36,"No","Engineer",1,"Low",3,"A"
"Female","Yes",40,"Yes","Artist",NA,"Low",2,"B"
"Male","No",19,"No","Healthcare",8,"Low",5,"B"
"Male","Yes",42,"No","Entertainment",6,"Average",2,"A"
"Male","No",29,"Yes","Healthcare",1,"Low",1,"B"
"Female","No",38,"No","Artist",14,"Low",1,"A"
"Female","Yes",79,"Yes","Lawyer",0,"Low",1,"A"
"Male","No",25,"No","Entertainment",2,"Low",7,"B"
"Female","No",29,"No","Marketing",1,"Low",5,"B"
"Female","No",33,"Yes","Homemaker",1,"Low",1,"A"
"Female","No",26,"No","Healthcare",NA,"Low",6,"B"
"Male","No",26,"No","Doctor",1,"Low",4,"B"
"Female","No",33,"No","Engineer",0,"Low",7,"A"
"Female","Yes",71,"Yes","Lawyer",1,"Low",1,"A"
"Male","Yes",45,"Yes","Artist",NA,"Low",2,"A"
"Female","Yes",31,"Yes","Artist",0,"Average",2,"A"
"Female","No",26,"Yes","Healthcare",8,"Low",1,"B"
"Female","No",35,"No","Artist",13,"Low",1,"A"
"Female","No",20,"No","Healthcare",1,"Low",3,"B"
"Male","No",25,"Yes","Healthcare",4,"Low",5,"B"
"Female","No",23,"No","Entertainment",0,"Low",2,"B"
"Female","No",49,"Yes","Doctor",NA,"Low",2,"B"
"Male","Yes",86,"Yes","Lawyer",0,"Low",1,"A"
"Male","No",18,"No","Marketing",2,"Low",2,"B"
"Male","Yes",38,"Yes","Doctor",0,"High",4,"A"
"Male","No",39,"Yes","Artist",8,"Low",2,"A"
"Female","No",45,"No","Marketing",1,"Low",1,"B"
"Male","No",28,"Yes","Healthcare",0,"Low",4,"B"
"Female","No",26,"Yes","Healthcare",NA,"Low",1,"B"
"Female","",43,"Yes","Engineer",1,"Low",1,"A"
"Female","Yes",77,"No","Lawyer",1,"Low",1,"A"
"Female","No",37,"No","Artist",4,"Low",1,"A"
"Female","No",65,"Yes","Lawyer",0,"Low",5,"A"
"Male","No",19,"No","Healthcare",1,"Low",4,"B"
"Female","No",31,"No","Healthcare",0,"Low",5,"B"
"Male","No",33,"No","",5,"Low",3,"B"
"Male","Yes",39,"Yes","Entertainment",9,"High",3,"B"
"Male","No",20,"No","Healthcare",1,"Low",5,"B"
"Male","Yes",49,"Yes","Entertainment",1,"Low",2,"A"
"Female","No",23,"No","Marketing",2,"Low",6,"B"
"Male","No",33,"Yes","Artist",0,"Low",1,"B"
"Male","Yes",53,"Yes","Artist",0,"Low",3,"A"
"Male","Yes",28,"No","Engineer",6,"Average",2,"A"
"Female","No",87,"No","Lawyer",1,"Low",2,"A"
"Female","Yes",45,"Yes","Artist",3,"Average",2,"A"
"Female","No",21,"No","Healthcare",1,"Low",4,"B"
"Female","No",51,"Yes","Artist",0,"Low",1,"A"
"Female","No",66,"No","Entertainment",2,"Low",3,"B"
"Male","Yes",42,"Yes","Entertainment",1,"Low",2,"B"
"Male","No",32,"Yes","Healthcare",NA,"Low",4,"B"
"Female","Yes",38,"Yes","Engineer",8,"Low",3,"A"
"Female","Yes",51,"Yes","Entertainment",7,"Average",2,"A"
"Male","No",22,"No","",2,"Low",2,"B"
"Female","No",21,"No","Healthcare",NA,"Low",4,"B"
"Male","Yes",62,"Yes","Artist",1,"Average",3,"A"
"Male","Yes",85,"No","Lawyer",0,"Low",1,"B"
"Female","Yes",27,"No","Artist",NA,"Low",2,"A"
"Male","Yes",41,"Yes","Engineer",9,"Average",2,"A"
"Male","Yes",46,"Yes","Doctor",0,"Low",3,"B"
"Male","Yes",41,"Yes","Artist",NA,"Average",3,"A"
"Male","Yes",66,"No","Entertainment",1,"High",2,"A"
"Male","No",30,"Yes","Artist",8,"Low",1,"A"
"Male","No",33,"Yes","Healthcare",0,"Low",7,"A"
"Female","Yes",36,"No","Entertainment",1,"Average",2,"A"
"Male","Yes",69,"No","Artist",2,"Low",2,"A"
"Female","Yes",39,"Yes","Healthcare",9,"High",3,"A"
"Male","No",32,"No","Doctor",NA,"Low",6,"B"
"Male","Yes",71,"No","Lawyer",1,"Low",2,"B"
"Male","Yes",48,"Yes","Artist",0,"Average",3,"A"
"Female","Yes",66,"No","Lawyer",NA,"Low",1,"A"
"Male","No",26,"Yes","Healthcare",0,"Low",4,"B"
"Male","No",23,"No","Healthcare",6,"Low",3,"B"
"Male","Yes",57,"No","Entertainment",0,"Low",1,"A"
"Male","Yes",39,"Yes","Entertainment",4,"Average",4,"A"
"Male","Yes",71,"Yes","Lawyer",1,"Low",2,"A"
"Female","No",43,"Yes","Homemaker",14,"Low",1,"B"
"Female","Yes",62,"Yes","Entertainment",1,"Low",1,"A"
"Male","No",57,"Yes","Doctor",0,"Low",1,"A"
"Male","No",29,"Yes","Healthcare",0,"Low",4,"B"
"Male","Yes",33,"No","Artist",NA,"Low",4,"A"
"Male","Yes",31,"Yes","Artist",0,"Average",2,"A"
"Female","Yes",67,"Yes","Entertainment",1,"Low",NA,"A"
"Male","Yes",38,"Yes","Healthcare",1,"High",4,"B"
"Male","Yes",50,"Yes","",1,"Average",4,"A"
"Female","Yes",52,"No","Engineer",1,"High",2,"A"
"Male","Yes",75,"Yes","Lawyer",1,"Low",1,"A"
"Male","Yes",62,"Yes","Artist",1,"Low",1,"A"
"Female","No",43,"Yes","Healthcare",0,"Low",6,"A"
"Female","No",22,"No","Doctor",NA,"Low",4,"B"
"Male","Yes",32,"Yes","Doctor",0,"Low",3,"B"
"Male","Yes",35,"No","Doctor",5,"Low",4,"A"
"Female","Yes",68,"No","Lawyer",0,"Low",1,"B"
"Male","Yes",47,"Yes","Artist",0,"Average",4,"A"
"Male","No",20,"No","Healthcare",1,"Low",4,"B"
"Male","No",26,"No","Entertainment",1,"Low",2,"A"
"Male","Yes",35,"Yes","Artist",1,"High",2,"A"
"Male","Yes",47,"Yes","Healthcare",1,"Low",2,"B"
"Male","Yes",88,"Yes","Lawyer",0,"High",2,"A"
"Male","Yes",43,"No","Entertainment",0,"Average",3,"A"
"Male","Yes",47,"No","Engineer",NA,"Low",1,"B"
"Male","No",18,"No","Healthcare",1,"Low",3,"B"
"Male","Yes",88,"Yes","Lawyer",1,"Low",1,"A"
"Female","No",28,"No","Engineer",0,"Low",1,"A"
"Female","No",35,"No","Entertainment",0,"Low",1,"A"
"Female","No",40,"No","Engineer",0,"Low",3,"A"
"Male","Yes",38,"Yes","Artist",6,"Low",1,"B"
"Female","No",18,"No","Healthcare",6,"Low",3,"B"
"Male","No",31,"Yes","Doctor",8,"Low",1,"B"
"Female","Yes",58,"Yes","Engineer",0,"Average",NA,"A"
"Male","No",31,"No","Doctor",0,"Low",2,"A"
"Female","No",31,"No","Engineer",0,"Low",2,"B"
"Male","No",31,"Yes","Healthcare",3,"Low",4,"B"
"Female","No",32,"Yes","Homemaker",5,"Low",1,"B"
"Male","Yes",51,"Yes","Entertainment",0,"Low",2,"A"
"Male","No",22,"No","Healthcare",0,"Low",NA,"B"
"Female","No",33,"Yes","Engineer",0,"Low",6,"B"
"Female","No",29,"Yes","Engineer",10,"Low",1,"B"
"Female","No",18,"No","Healthcare",1,"Low",4,"B"
"Female","No",48,"Yes","Lawyer",4,"Low",1,"A"
"Male","No",25,"Yes","Healthcare",NA,"Low",3,"B"
"Male","Yes",53,"Yes","Entertainment",4,"Low",2,"A"
"Male","Yes",47,"Yes","Artist",2,"Low",1,"B"
"Female","Yes",40,"No","Homemaker",6,"Low",1,"B"
"Male","No",27,"No","Artist",8,"Low",4,"B"
"Male","No",18,"No","Healthcare",2,"Low",NA,"B"
"Male","Yes",41,"Yes","",1,"Average",4,"A"
"Female","Yes",31,"No","Engineer",1,"High",4,"A"
"Female","No",43,"No","Engineer",0,"Low",1,"A"
"Male","No",20,"No","Healthcare",NA,"Low",5,"B"
"Female","No",33,"No","Doctor",0,"Low",4,"A"
"Male","Yes",36,"Yes","Healthcare",8,"High",2,"B"
"Male","Yes",59,"No","Entertainment",1,"Low",2,"B"
"Female","No",39,"Yes","Artist",1,"Low",3,"A"
"Female","No",32,"No","Homemaker",1,"Low",1,"A"
"Male","Yes",60,"Yes","Entertainment",1,"Low",3,"A"
"Female","No",37,"Yes","Artist",9,"Low",4,"A"
"Female","Yes",35,"Yes","Engineer",1,"Average",2,"A"
"Female","No",27,"No","Engineer",1,"Low",1,"A"
"Female","Yes",28,"Yes","Artist",8,"Low",4,"A"
"Male","Yes",85,"No","Executive",1,"High",2,"B"
"Female","No",33,"No","Healthcare",0,"Low",5,"B"
"Male","Yes",29,"Yes","Healthcare",0,"Low",2,"B"
"Female","No",29,"No","Healthcare",0,"Low",3,"B"
"Female","No",43,"Yes","Homemaker",9,"Low",NA,"B"
"Female","No",33,"No","Entertainment",8,"Low",5,"B"
"Female","No",23,"No","Healthcare",0,"Low",3,"B"
"Female","Yes",65,"No","Engineer",1,"Average",3,"A"
"Female","No",36,"Yes","Engineer",9,"Low",5,"B"
"Male","No",36,"Yes","Artist",9,"Low",1,"B"
"Female","Yes",42,"No","Marketing",0,"Average",2,"A"
"Male","Yes",29,"No","Doctor",0,"Low",2,"A"
"Male","No",42,"Yes","Artist",8,"Low",1,"A"
"Female","No",43,"Yes","Engineer",8,"Low",2,"A"
"Male","No",30,"Yes","Healthcare",1,"Low",1,"B"
"Male","No",32,"No","Doctor",5,"Low",1,"B"
"Male","No",33,"Yes","Entertainment",1,"Low",1,"A"
"Male","No",31,"No","Entertainment",1,"Low",4,"B"
"Male","Yes",31,"No","Executive",1,"High",3,"A"
"Male","Yes",70,"Yes","Entertainment",0,"Low",1,"A"
"Female","No",28,"Yes","Healthcare",9,"Low",3,"B"
"Male","Yes",42,"Yes","Entertainment",9,"Low",5,"B"
"Female","No",30,"Yes","Healthcare",6,"Low",NA,"A"
"Female","Yes",74,"No","Lawyer",0,"High",2,"A"
"Male","No",38,"Yes","Artist",9,"Low",1,"A"
"Female","No",40,"Yes","Healthcare",1,"Low",1,"B"
"Male","Yes",48,"Yes","Executive",0,"Low",2,"A"
"Male","No",63,"Yes","Doctor",1,"Low",1,"B"
"Male","Yes",58,"No","Artist",0,"High",3,"B"
"Female","No",26,"No","Entertainment",6,"Low",8,"B"
"Female","No",25,"Yes","Doctor",0,"Low",1,"A"
"Male","No",22,"No","Healthcare",NA,"Low",4,"B"
"Male","No",21,"No","Healthcare",1,"Low",4,"B"
"Male","Yes",57,"Yes","Entertainment",NA,"Low",1,"A"
"Male","Yes",35,"Yes","Artist",NA,"High",2,"A"
"Male","Yes",40,"Yes","Entertainment",5,"Low",1,"B"
"Female","Yes",39,"Yes","Artist",NA,"Average",4,"B"
"Female","No",25,"No","Doctor",0,"Low",4,"B"
"Female","No",32,"No","Entertainment",0,"Low",2,"A"
"Female","No",39,"Yes","Homemaker",1,"Low",6,"A"
"Female","Yes",38,"Yes","Healthcare",3,"Average",3,"B"
"Female","No",25,"Yes","Doctor",0,"Low",4,"B"
"Female","No",31,"Yes","Homemaker",9,"Low",1,"B"
"Female","No",26,"No","Homemaker",13,"Low",1,"B"
"Male","Yes",35,"","Entertainment",1,"High",2,"B"
"Male","No",36,"Yes","Artist",0,"Low",1,"A"
"Male","Yes",25,"Yes","Doctor",0,"Average",2,"A"
"Male","Yes",52,"Yes","Artist",1,"Low",1,"A"
"Male","Yes",36,"No","Entertainment",NA,"Low",2,"A"
"Male","Yes",41,"Yes","Artist",0,"High",4,"A"
"Male","No",31,"No","Engineer",8,"Low",2,"B"
"Male","Yes",55,"Yes","Engineer",1,"Average",3,"A"
"Male","No",28,"Yes","Healthcare",1,"Low",3,"B"
"Male","Yes",82,"Yes","Lawyer",1,"Low",1,"A"
"Female","No",26,"No","Engineer",2,"Low",7,"B"
"Male","No",22,"No","Engineer",0,"Low",4,"B"
"Female","",29,"No","Entertainment",1,"High",NA,"B"
"Male","Yes",48,"Yes","Entertainment",0,"Low",2,"B"
"Male","No",32,"Yes","Healthcare",1,"Low",4,"B"
"Male","No",35,"Yes","Artist",6,"Low",3,"B"
"Female","No",26,"No","Artist",2,"Low",2,"B"
"Male","No",20,"No","Healthcare",1,"Low",4,"B"
"Female","No",35,"Yes","Marketing",0,"Low",1,"B"
"Male","No",18,"No","Healthcare",3,"Low",3,"B"
"Male","No",40,"No","Homemaker",NA,"Low",1,"A"
"Female","No",37,"No","Engineer",3,"Low",1,"A"
"Male","No",23,"No","Healthcare",0,"Low",4,"B"
"Female","Yes",45,"No","Engineer",0,"Average",7,"A"
"Male","No",20,"No","Healthcare",5,"Low",4,"B"
"Female","No",20,"No","Healthcare",2,"Low",6,"B"
"Male","Yes",25,"Yes","Healthcare",8,"Low",2,"B"
"Male","No",21,"No","Healthcare",1,"Low",6,"B"
"Female","No",37,"Yes","Marketing",1,"Low",3,"B"
"Male","Yes",50,"Yes","Artist",0,"Low",1,"A"
"Male","No",19,"No","Healthcare",0,"Low",NA,"B"
"Male","No",20,"No","Healthcare",0,"Low",8,"B"
"Female","Yes",32,"No","Artist",0,"Average",4,"A"
"Female","No",36,"No","Doctor",0,"Low",2,"A"
"Male","Yes",25,"No","Entertainment",NA,"Average",NA,"B"
"Female","No",22,"","Healthcare",3,"Low",4,"B"
"Male","No",39,"Yes","Entertainment",9,"Low",2,"A"
"Male","No",18,"No","Doctor",0,"Low",3,"B"
"Female","No",33,"Yes","Engineer",0,"Low",2,"A"
"Male","No",53,"Yes","Artist",0,"Low",2,"A"
"Female","No",27,"Yes","Artist",0,"Low",3,"A"
"Male","No",32,"No","Artist",3,"Low",7,"A"
"Male","Yes",33,"No","Homemaker",9,"Average",2,"A"
"Female","No",40,"Yes","Homemaker",13,"Low",1,"A"
"Male","Yes",25,"Yes","Entertainment",1,"High",2,"B"
"Female","",18,"No","Healthcare",1,"Average",3,"B"
"Female","Yes",62,"No","Engineer",8,"High",2,"A"
"Female","No",21,"No","Healthcare",0,"Low",2,"B"
"Female","No",28,"No","Healthcare",NA,"Low",4,"B"
"Female","No",36,"No","Engineer",NA,"Low",1,"A"
"Male","No",27,"No","Doctor",0,"Low",3,"B"
"Female","Yes",36,"Yes","Entertainment",1,"Average",4,"A"
"Female","No",33,"No","Doctor",1,"Low",3,"B"
"Female","No",36,"Yes","Marketing",NA,"Low",3,"B"
"Female","Yes",53,"No","Engineer",0,"Low",3,"A"
"Female","No",28,"No","Engineer",8,"Low",8,"B"
"Male","No",23,"No","",1,"Low",4,"B"
"Female","Yes",35,"Yes","Entertainment",0,"Low",4,"A"
"Male","Yes",39,"Yes","Entertainment",1,"Average",3,"A"
"Male","No",40,"No","Engineer",2,"Low",4,"B"
"Female","No",20,"No","",NA,"Low",2,"B"
"Male","No",21,"No","Healthcare",1,"Low",5,"B"
"Male","Yes",62,"Yes","Artist",1,"Average",5,"A"
"Male","No",32,"Yes","Artist",0,"Low",3,"A"
"Female","No",18,"No","Healthcare",0,"Low",5,"B"
"Male","Yes",35,"Yes","Healthcare",1,"Low",1,"B"
"Female","No",28,"No","Doctor",3,"Low",4,"A"
"Male","Yes",42,"No","",8,"Low",NA,"B"
"Female","No",29,"No","Healthcare",5,"Low",4,"A"
"Female","No",18,"No","Healthcare",0,"Low",3,"B"
"Male","No",39,"No","Entertainment",0,"Low",3,"A"
"Female","No",33,"Yes","Homemaker",8,"Low",1,"A"
"Male","Yes",85,"Yes","Lawyer",1,"Low",1,"A"
"Male","No",26,"Yes","Engineer",1,"Low",3,"B"
"Male","Yes",33,"No","Entertainment",1,"Low",3,"B"
"Male","No",41,"Yes","Entertainment",0,"Low",1,"A"
"Male","Yes",46,"Yes","Entertainment",5,"Low",3,"A"
"Male","Yes",51,"Yes","Engineer",NA,"Low",2,"B"
"Female","No",28,"No","Engineer",1,"Low",2,"B"
"Male","No",28,"Yes","Doctor",1,"Low",2,"B"
"Female","No",48,"Yes","Artist",6,"Low",1,"B"
"Female","No",28,"","Engineer",0,"Low",3,"B"
"Male","No",36,"Yes","Artist",5,"Low",1,"B"
"Female","No",32,"Yes","Healthcare",9,"Low",3,"B"
"Female","Yes",43,"Yes","Artist",0,"Low",1,"A"
"Female","Yes",32,"Yes","Marketing",8,"Low",2,"B"
"Male","No",33,"Yes","Doctor",NA,"Low",4,"B"
"Female","No",40,"","Marketing",6,"Low",1,"A"
"Male","Yes",89,"Yes","Doctor",NA,"Low",1,"A"
"Male","No",22,"No","Healthcare",NA,"Low",3,"B"
"Male","Yes",35,"Yes","Marketing",NA,"Low",5,"B"
"Male","No",47,"No","Entertainment",1,"Low",1,"A"
"Female","Yes",35,"Yes","Doctor",7,"Average",3,"A"
"Female","No",42,"No","Artist",0,"Low",4,"A"
"Female","No",43,"Yes","Doctor",0,"Low",1,"A"
"Male","No",22,"No","Healthcare",0,"Low",5,"B"
"Male","No",31,"No","Healthcare",2,"Low",5,"A"
"Male","No",42,"Yes","Artist",NA,"Low",1,"A"
"Male","No",82,"","Lawyer",1,"Low",2,"A"
"Female","No",31,"No","Engineer",1,"Low",1,"A"
"Female","No",21,"No","Healthcare",9,"Low",7,"B"
"Male","Yes",47,"Yes","Marketing",0,"Low",2,"B"
"Female","No",19,"No","Healthcare",0,"Low",3,"B"
"Male","No",19,"No","Healthcare",NA,"Low",4,"B"
"Male","No",22,"No","Healthcare",0,"Low",3,"B"
"Female","Yes",30,"No","Engineer",0,"Average",2,"B"
"Female","Yes",35,"Yes","Healthcare",12,"Average",2,"B"
"Male","No",18,"No","Healthcare",0,"Low",5,"B"
"Male","Yes",75,"No","Executive",1,"High",2,"B"
"Male","Yes",68,"No","Artist",0,"Low",2,"A"
"Male","No",32,"No","Artist",0,"Low",4,"B"
"Male","No",21,"No","Healthcare",1,"Low",5,"B"
"Male","Yes",37,"Yes","Entertainment",9,"Average",2,"A"
"Male","No",42,"Yes","Artist",9,"Low",1,"A"
"Male","No",23,"No","Healthcare",0,"Low",4,"B"
"Male","No",45,"Yes","Artist",9,"Low",1,"B"
"Male","Yes",21,"No","Entertainment",0,"Low",3,"B"
"Male","Yes",55,"Yes","Entertainment",0,"Low",4,"A"
"Female","No",26,"Yes","Artist",2,"Low",2,"A"
"Male","No",27,"No","Doctor",1,"Low",3,"B"
"Male","Yes",43,"No","Executive",NA,"High",8,"B"
"Female","Yes",28,"Yes","Artist",0,"Low",2,"A"
"Female","No",25,"No","Doctor",8,"Low",NA,"B"
"Male","No",23,"No","Healthcare",0,"Low",4,"B"
"Female","Yes",33,"Yes","Artist",8,"Average",3,"A"
"Male","Yes",31,"Yes","Healthcare",9,"Low",NA,"A"
"Male","Yes",66,"No","Executive",1,"Low",2,"B"
"Female","No",47,"No","Entertainment",0,"Low",1,"A"
"Female","Yes",47,"Yes","Artist",0,"Low",1,"A"
"Male","Yes",31,"No","Homemaker",9,"Low",1,"A"
"Male","No",26,"No","Healthcare",0,"Low",4,"B"
"Male","No",21,"No","Healthcare",NA,"Low",4,"B"
"Male","No",19,"No","Doctor",0,"Low",3,"B"
"Female","No",21,"No","Healthcare",0,"Low",NA,"B"
"Female","No",25,"Yes","Engineer",NA,"Low",2,"A"
"Male","Yes",36,"Yes","Doctor",7,"Average",2,"A"
"Female","Yes",56,"Yes","Artist",0,"High",5,"A"
"Female","Yes",40,"No","Entertainment",0,"Low",4,"B"
"Male","Yes",29,"Yes","Doctor",1,"Low",3,"B"
"Female","No",33,"No","Marketing",9,"Low",4,"B"
"Male","No",37,"Yes","Artist",8,"Low",1,"A"
"Female","No",22,"No","Healthcare",1,"Low",4,"B"
"Male","No",26,"Yes","Doctor",0,"Low",5,"B"
"Female","No",35,"Yes","Artist",0,"Low",3,"A"
"Male","Yes",78,"No","Lawyer",NA,"High",2,"A"
"Male","No",57,"Yes","Entertainment",4,"Low",1,"A"
"Male","No",18,"No","Healthcare",4,"Low",3,"B"
"Male","Yes",50,"No","Marketing",1,"High",6,"A"
"Female","",19,"No","Healthcare",8,"Low",NA,"B"
"Male","Yes",65,"Yes","Executive",1,"High",2,"A"
"Male","Yes",50,"Yes","Artist",0,"Average",2,"A"
"Female","No",36,"Yes","Artist",5,"Low",NA,"B"
"Male","Yes",71,"Yes","Lawyer",2,"High",NA,"A"
"Female","No",52,"Yes","Healthcare",0,"Low",1,"B"
"Female","No",31,"No","Healthcare",4,"Low",3,"A"
"Male","Yes",80,"Yes","Lawyer",NA,"Low",1,"B"
"Female","No",30,"No","Marketing",0,"Low",4,"B"
"Male","Yes",82,"Yes","Lawyer",NA,"Low",2,"B"
"Male","No",23,"No","Healthcare",1,"Low",4,"B"
"Female","No",32,"No","Marketing",11,"Low",6,"B"
"Male","No",28,"Yes","Healthcare",0,"Low",5,"B"
"Female","No",26,"No","Marketing",0,"Low",4,"B"
"Female","No",30,"No","Engineer",1,"Low",3,"A"
"Female","No",19,"No","Marketing",1,"Low",4,"B"
"Male","Yes",88,"Yes","Lawyer",0,"High",2,"A"
"Male","Yes",40,"Yes","Artist",0,"Low",3,"A"
"Female","No",21,"No","Healthcare",8,"Low",2,"B"
"Male","Yes",47,"No","Entertainment",1,"Low",1,"A"
"Female","No",30,"Yes","Entertainment",1,"Low",4,"A"
"Female","No",35,"Yes","Healthcare",9,"Low",2,"B"
"Male","Yes",60,"No","Entertainment",NA,"Low",2,"A"
"Male","Yes",35,"Yes","Artist",12,"Average",2,"A"
"Female","No",53,"Yes","Engineer",0,"Low",1,"B"
"Male","No",53,"No","Engineer",1,"Low",3,"A"
"Male","No",31,"Yes","Artist",9,"Low",1,"A"
"Male","No",20,"No","",2,"Low",2,"B"
"Female","No",43,"Yes","Artist",2,"Low",1,"A"
"Female","No",30,"Yes","Engineer",9,"Low",5,"B"
"Male","No",21,"No","Healthcare",1,"Low",4,"B"
"Female","No",20,"No","Healthcare",8,"Low",3,"B"
"Male","No",21,"No","Healthcare",0,"Low",4,"B"
"Male","Yes",33,"No","Executive",9,"High",2,"B"
"Female","No",26,"No","Homemaker",9,"Low",2,"A"
"Female","No",43,"No","Marketing",0,"Low",2,"B"
"Male","Yes",52,"No","Executive",1,"Low",5,"A"
"Male","No",37,"Yes","Artist",8,"Low",1,"A"
"Male","Yes",35,"No","Artist",1,"Average",3,"A"
"Male","No",33,"No","Entertainment",8,"Low",1,"A"
"Male","Yes",68,"Yes","Artist",0,"High",NA,"A"
"Male","Yes",60,"Yes","Artist",1,"Low",1,"A"
"Male","No",18,"No","Healthcare",NA,"Low",3,"B"
"Male","No",25,"Yes","Artist",NA,"Low",1,"A"
"Male","No",35,"Yes","Entertainment",0,"Low",3,"B"
"Male","No",18,"No","Doctor",0,"Low",6,"B"
"Male","No",18,"No","Healthcare",0,"Low",5,"B"
"Male","No",18,"No","Healthcare",0,"Low",3,"B"
"Male","Yes",49,"Yes","Entertainment",0,"Low",1,"A"
"Female","No",37,"Yes","Marketing",0,"Low",1,"B"
"Male","No",45,"Yes","Entertainment",0,"Low",1,"A"
"Female","No",42,"Yes","Artist",0,"Low",1,"A"
